ligne;code_trace;code_ligne;type_trace;nom_trace;sens;origine;destination;nom_origine;nom_destination;famille_transport;date_debut;date_fin;code_type_ligne;nom_type_ligne;pmr;code_tri_ligne;nom_version;last_update;last_update_fme;gid
S5;S5-2;S5A;NOM;Vieux Crépieux - Caluire Bords de Saône;Retour;11462;34030;Vieux Crépieux;Caluire - Bords de Saône;BUS;20180101;;REG;Régulière;True;S  5;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.005416+02:00;632
S6;S6-2;S6A;NOM;Croix-Rousse - Hotel-de-Ville L. Pradel;Retour;11119;10568;Croix-Rousse;Hôtel de Ville L. Pradel;BUS;20180101;;REG;Régulière;True;S  6;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.006548+02:00;634
S8;S8-5;S8A;NOM;La Buissiere Viralamande - Rillieux Vancia;Aller;10633;34606;La Buissière Viralamande;Rillieux Vancia;BUS;20230106;;REG;Régulière;True;S  8;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.007708+02:00;833
S8;S8-6;S8A;NOM;Rillieux Vancia - La Buissiere Viralamande;Retour;34606;10633;Rillieux Vancia;La Buissière Viralamande;BUS;20230106;;REG;Régulière;True;S  8;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.008417+02:00;834
S11;S11-2;S11A;NOM;Le Château Duchère - Gare de Vaise;Retour;30144;10487;Le Château Duchère;Gare de Vaise-G.Collomb;BUS;20180101;;REG;Régulière;True;S 11;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.013495+02:00;647
S14;S14-1;S14A;NOM;Neuville  - Hôpital -  Neuville;Aller;11014;11014;Neuville;Neuville;BUS;20180101;;REG;Régulière;True;S 14;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.015249+02:00;650
S9;S9-1;S9B;NOR;Hopital Lyon Sud - Moly;Aller;10565;33077;St-Genis-Laval Hôp. Sud;Moly;BUS;20211023;;REG;Régulière;False;S  9;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.008994+02:00;641
S14;S14-2;S14A;NOM;Neuville  - Torrières -  Neuville;Aller;11014;11014;Neuville;Neuville;BUS;20180101;;REG;Régulière;True;S 14;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.016469+02:00;651
S15;S15-2;S15A;NOM;Les Sources - Ecully Le Trouillat;Retour;10842;10399;Les Sources;Ecully Le Trouillat;BUS;20180101;;REG;Régulière;True;S 15;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.017853+02:00;654
S9;S9-2;S9B;NOR;Moly - Hopital Lyon Sud;Retour;33077;10565;Moly;St-Genis-Laval Hôp. Sud;BUS;20211023;;REG;Régulière;False;S  9;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.010305+02:00;643
S9;S9-4;S9B;EXP;Moly - Hopital Lyon Sud;Retour;33077;10565;Moly;St-Genis-Laval Hôp. Sud;BUS;20211023;;REG;Régulière;False;S  9;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.010941+02:00;642
S11;S11-1;S11A;NOM;Gare de Vaise - Le Château Duchère;Aller;10487;30144;Gare de Vaise-G.Collomb;Le Château Duchère;BUS;20180101;;REG;Régulière;True;S 11;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.012860+02:00;646
ZI3;ZI3-4;ZI3A;NOM;Z.I. Roosevelt - Vaulx-en-Velin La Soie;Retour;31978;31760;Z.I. Roosevelt;Vaulx-en-Velin La Soie;BUS;20180101;;REG;Régulière;True;Z I3;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.027118+02:00;665
T36;T36-1;T36;NOM;Gare Part-Dieu Villette - St-P.de-Chandieu - Rajat;Aller;11063;34339;Gare Part-Dieu Villette;St-P.de-Chandieu - Rajat;BUS;20210109;;REG;Régulière;True;T 36;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.018481+02:00;785
T36;T36-2;T36;NOM;St-P.de-Chandieu - Rajat - Gare Part-Dieu Villette;Retour;34339;11063;St-P.de-Chandieu - Rajat;Gare Part-Dieu Villette;BUS;20210109;;REG;Régulière;True;T 36;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.019051+02:00;786
ZI2;ZI2-3;ZI2A;NOM;Z.I. Nord - Meyzieu Z.i.;Retour;31631;31620;Z.I. Nord;Meyzieu Z.i.;BUS;20180101;;REG;Régulière;True;Z I2;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.024928+02:00;661
ZI2;ZI2-4;ZI2A;NOM;Z.I. Sud - Meyzieu Z.i.;Retour;31632;31620;Z.I. Sud;Meyzieu Z.i.;BUS;20180101;;REG;Régulière;True;Z I2;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.025517+02:00;662
ZI3;ZI3-2;ZI3A;NOM;Vaulx-en-Velin La Soie - Z.I. Roosevelt;Aller;31760;31978;Vaulx-en-Velin La Soie;Z.I. Roosevelt;BUS;20180101;;REG;Régulière;True;Z I3;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.026592+02:00;664
ZI1;ZI1-3;ZI1A;NOM;Gare de Venissieux - St Priest Gare;Aller;20487;11335;Gare de Vénissieux;St Priest Gare;BUS;20180309;;REG;Régulière;True;Z I1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.019674+02:00;657
ZI1;ZI1-4;ZI1A;NOM;St Priest Gare - Gare de Venissieux.;Retour;11335;20510;St Priest Gare;Gare de Vénissieux.;BUS;20180309;;REG;Régulière;True;Z I1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.020328+02:00;658
ZI2;ZI2-1;ZI2A;NOM;Meyzieu Z.i. - Z.I. Nord;Aller;31620;31631;Meyzieu Z.i.;Z.I. Nord;BUS;20180101;;REG;Régulière;True;Z I2;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.024189+02:00;660
